date,symbol,margin_purchase,short_sale,foreign,trust,dealer,ftd_total
2020-4-30,5880,-101,-101,6469,55,88,6612
2020-4-30,6415,24,24,-3,-142,1,-144
2020-4-30,6505,-2,-2,1445,486,-94,1837
2020-4-30,6669,-186,-186,602,172,-4,770
2020-4-30,8046,-45,-45,-35,480,-276,169
2020-4-30,9910,-85,-85,-207,72,22,-113
2020-5-4,1101,359,359,-9882,49,-197,-10030
2020-5-4,1102,-49,-49,-2751,27,-176,-2900
2020-5-4,1216,102,102,-3305,28,33,-3244
2020-5-4,1301,-4,-4,-6259,55,24,-6180
2020-5-4,1303,320,320,-7878,345,-16,-7549
2020-5-4,1326,171,171,-8457,186,-39,-8310
2020-5-4,1402,270,270,-6720,40,-14,-6694
2020-5-4,1590,286,286,-4,3,-48,-49
2020-5-4,2002,327,327,-17050,126,-1019,-17943
2020-5-4,2105,138,138,-2721,506,-42,-2257
2020-5-4,2207,52,52,-582,-12,4,-590
2020-5-4,2303,-1303,-1303,-6281,36,-291,-6536
2020-5-4,2308,370,370,-3226,281,191,-2754
2020-5-4,2317,1462,1462,-26708,-136,-847,-27691
2020-5-4,2327,266,266,-3115,350,437,-2328
2020-5-4,2330,2149,2149,-37993,453,-744,-38284
2020-5-4,2357,29,29,-1313,3,-7,-1317
2020-5-4,2379,334,334,-795,-547,-711,-2053
2020-5-4,2382,206,206,-5164,-184,-331,-5679
2020-5-4,2395,44,44,-194,-18,-5,-217
2020-5-4,2408,329,329,-4868,3,-170,-5035
2020-5-4,2412,7,7,-3405,-87,8,-3484
2020-5-4,2454,495,495,-1192,-65,-126,-1383
2020-5-4,2474,-92,-92,30,3,-9,24
2020-5-4,2633,-87,-87,-2180,7,-2,-2175
2020-5-4,2801,596,596,-10890,64,13,-10813
2020-5-4,2880,-49,-49,-10250,94,74,-10082
2020-5-4,2881,283,283,-8462,76,-265,-8651
2020-5-4,2882,282,282,-16013,86,-351,-16278
2020-5-4,2884,195,195,-14593,114,-53,-14532
2020-5-4,2885,-140,-140,-22423,108,-24,-22339
2020-5-4,2886,431,431,-16516,-190,-180,-16886
2020-5-4,2887,364,364,-23642,104,108,-23430
2020-5-4,2891,654,654,-22938,-106,-120,-23164
2020-5-4,2892,201,201,-13130,104,44,-12982
2020-5-4,2912,38,38,-422,1,-1,-422
2020-5-4,3008,37,37,-542,10,-29,-561
2020-5-4,3034,-34,-34,-1354,-9,44,-1319
2020-5-4,3045,-45,-45,-997,-15,-19,-1031
2020-5-4,3711,77,77,-9193,11,168,-9014
2020-5-4,4904,-1,-1,-1419,5,-49,-1463
2020-5-4,4938,91,91,-1894,6,-69,-1957
2020-5-4,5871,366,366,-4727,-285,-63,-5075
2020-5-4,5876,173,173,-4521,9,-6,-4518
2020-5-4,5880,0,0,-13392,95,-67,-13364
2020-5-4,6415,-1,-1,67,-94,-3,-30
2020-5-4,6505,97,97,-3999,319,35,-3645
2020-5-4,6669,-59,-59,135,78,-58,155
2020-5-4,8046,120,120,-625,163,-136,-598
2020-5-4,9910,9,9,-538,91,-119,-566
2020-5-5,1101,-255,-255,-1783,1135,-254,-901
2020-5-5,1102,47,47,-2222,542,-189,-1869
2020-5-5,1216,-239,-239,1470,959,-126,2303
2020-5-5,1301,101,101,-667,-597,-15,-1279
2020-5-5,1303,-50,-50,-1122,-33,-8,-1162
2020-5-5,1326,123,123,-2767,-113,-46,-2926
2020-5-5,1402,5389,5389,-6835,-89,156,-6768
2020-5-5,1590,52,52,7,-32,-6,-32
2020-5-5,2002,2361,2361,-3521,17,-36,-3540
2020-5-5,2105,112,112,-2287,2,-2,-2287
2020-5-5,2207,2,2,16,0,-1,15
2020-5-5,2303,-4528,-4528,-640,15,-33,-658
2020-5-5,2308,-228,-228,-1637,615,313,-709
2020-5-5,2317,1066,1066,-14118,-116,-729,-14963
2020-5-5,2327,-280,-280,-2013,1009,272,-732
2020-5-5,2330,147,147,-6049,28,34,-5987
2020-5-5,2357,8,8,-629,1,-18,-646
2020-5-5,2379,-57,-57,640,-546,-199,-105
2020-5-5,2382,-250,-250,-3173,3,219,-2951
2020-5-5,2395,-17,-17,-71,-1,0,-72
2020-5-5,2408,675,675,-1443,0,-282,-1725
2020-5-5,2412,-21,-21,-432,4,175,-254
2020-5-5,2454,37,37,-251,3,27,-221
2020-5-5,2474,15,15,-435,63,-17,-389
2020-5-5,2633,-367,-367,-250,2,26,-222
2020-5-5,2801,200,200,-4785,-438,-1,-5224
2020-5-5,2880,192,192,-3374,12,-20,-3382
2020-5-5,2881,69,69,-4184,7,-65,-4242
2020-5-5,2882,7,7,-4930,23,-140,-5047
2020-5-5,2884,194,194,-5067,15,-210,-5262
2020-5-5,2885,-323,-323,-12156,15,517,-11624
2020-5-5,2886,-248,-248,-5391,10,-205,-5586
2020-5-5,2887,551,551,-5762,14,-92,-5840
2020-5-5,2891,-135,-135,-2660,378,-406,-2688
2020-5-5,2892,-12,-12,-4910,93,-40,-4857
2020-5-5,2912,-14,-14,309,1,0,310
2020-5-5,3008,-48,-48,40,-4,2,38
2020-5-5,3034,39,39,-1781,-22,163,-1640
2020-5-5,3045,2,2,41,-64,-2,-25
2020-5-5,3711,-147,-147,-2175,-149,-33,-2357
2020-5-5,4904,-8,-8,-317,1,-44,-360
2020-5-5,4938,95,95,-207,3,-85,-289
2020-5-5,5871,78,78,-1054,15,39,-1000
2020-5-5,5876,-58,-58,-797,9,-200,-987
2020-5-5,5880,112,112,-5313,13,-8,-5308
2020-5-5,6415,35,35,-62,-2,-1,-65
2020-5-5,6505,145,145,-3126,85,6,-3035
2020-5-5,6669,-1,-1,100,-214,-25,-139
2020-5-5,8046,-122,-122,99,79,-69,109
2020-5-5,9910,58,58,-163,-16,-24,-203
2020-5-6,1101,167,167,-3377,137,-184,-3424
2020-5-6,1102,-19,-19,-4391,3,5,-4383
2020-5-6,1216,80,80,-2665,1041,-238,-1862
2020-5-6,1301,-97,-97,-1438,-966,-180,-2584
2020-5-6,1303,29,29,-1260,37,-256,-1479
2020-5-6,1326,155,155,-2597,60,-173,-2710
2020-5-6,1402,3940,3940,-12777,-989,-672,-14438
2020-5-6,1590,42,42,424,-4,25,445
2020-5-6,2002,311,311,-8568,17,-491,-9042
2020-5-6,2105,843,843,-1555,3,-112,-1664
2020-5-6,2207,-1,-1,-7,2,-16,-21
2020-5-6,2303,-601,-601,-4973,-135,-127,-5235
2020-5-6,2308,-122,-122,-1000,3,60,-937
2020-5-6,2317,315,315,-6802,115,-68,-6755
2020-5-6,2327,-129,-129,121,-237,-638,-754
2020-5-6,2330,399,399,-6943,360,-1276,-7859
2020-5-6,2357,-2,-2,-793,-99,-21,-913
2020-5-6,2379,156,156,-45,35,20,10
2020-5-6,2382,-160,-160,1576,4,-125,1455
2020-5-6,2395,-2,-2,43,1,-22,22
2020-5-6,2408,-188,-188,-1240,0,-111,-1351
2020-5-6,2412,-4,-4,877,-315,-257,305
2020-5-6,2454,-212,-212,2372,2,150,2524
2020-5-6,2474,-51,-51,-182,339,-21,136
2020-5-6,2633,-37,-37,-551,3,-86,-634
2020-5-6,2801,105,105,-4175,8,-310,-4477
2020-5-6,2880,41,41,-4771,12,-404,-5163
2020-5-6,2881,-53,-53,-2239,10,-310,-2539
2020-5-6,2882,-680,-680,-3587,12,-406,-3981
2020-5-6,2884,125,125,-3580,-485,-357,-4422
2020-5-6,2885,1002,1002,-28695,16,341,-28338
2020-5-6,2886,75,75,-13152,14,-395,-13533
2020-5-6,2887,42,42,-5596,13,-335,-5918
2020-5-6,2891,36,36,-11450,24,-642,-12068
2020-5-6,2892,175,175,-9797,13,-397,-10181
2020-5-6,2912,37,37,172,0,-32,140
2020-5-6,3008,-36,-36,99,50,3,152
2020-5-6,3034,-59,-59,967,257,306,1530
2020-5-6,3045,39,39,-1185,50,-111,-1246
2020-5-6,3711,24,24,-4370,-110,-113,-4593
2020-5-6,4904,4,4,-1319,2,-2,-1319
2020-5-6,4938,19,19,-2052,2,-94,-2144
2020-5-6,5871,-148,-148,-560,12,-57,-605
2020-5-6,5876,43,43,-508,4,-140,-644
2020-5-6,5880,-50,-50,-5609,13,-416,-6012
2020-5-6,6415,9,9,68,-63,5,10
2020-5-6,6505,77,77,-2935,24,-153,-3064
2020-5-6,6669,-53,-53,360,24,59,443
2020-5-6,8046,-115,-115,304,234,-247,291
2020-5-6,9910,-84,-84,30,0,-177,-147
2020-5-7,1101,-40,-40,1162,34,-95,1101
2020-5-7,1102,44,44,-1382,0,-173,-1555
2020-5-7,1216,20,20,230,-57,-4,169
2020-5-7,1301,58,58,-1578,-736,46,-2268
2020-5-7,1303,33,33,221,-6,48,263
2020-5-7,1326,-94,-94,-797,31,-34,-800
2020-5-7,1402,-764,-764,-8809,40,351,-8418
2020-5-7,1590,13,13,18,22,9,49
2020-5-7,2002,268,268,-8566,88,51,-8427
2020-5-7,2105,-6,-6,-854,0,75,-779
2020-5-7,2207,0,0,-54,-21,2,-73
2020-5-7,2303,-3084,-3084,21629,3032,-331,24330
2020-5-7,2308,-28,-28,-254,-2,82,-174
2020-5-7,2317,-806,-806,9367,230,1195,10792
2020-5-7,2327,525,525,-5298,-154,155,-5297
2020-5-7,2330,-252,-252,-3801,141,987,-2673
2020-5-7,2357,19,19,-278,-100,-15,-393
2020-5-7,2379,-219,-219,2240,-102,159,2297
2020-5-7,2382,-74,-74,2000,20,273,2293
2020-5-7,2395,-37,-37,291,32,13,336
2020-5-7,2408,1968,1968,-4408,279,141,-3988
2020-5-7,2412,-4,-4,-521,-104,6,-619
2020-5-7,2454,-37,-37,2072,36,188,2296
2020-5-7,2474,-120,-120,148,306,0,454
2020-5-7,2633,-128,-128,-168,-147,9,-306
2020-5-7,2801,156,156,-5384,44,83,-5257
2020-5-7,2880,-85,-85,-1520,66,40,-1414
2020-5-7,2881,22,22,-2676,54,-21,-2643
2020-5-7,2882,-469,-469,75,62,65,202
2020-5-7,2884,-157,-157,-233,78,-874,-1029
2020-5-7,2885,244,244,-15370,75,691,-14604
2020-5-7,2886,64,64,-11760,77,-99,-11782
2020-5-7,2887,93,93,-1502,73,0,-1429
2020-5-7,2891,-207,-207,-1780,132,11,-1637
2020-5-7,2892,12,12,-606,72,43,-491
2020-5-7,2912,33,33,-236,6,5,-225
2020-5-7,3008,11,11,-80,14,8,-58
2020-5-7,3034,-520,-520,338,129,-469,-2
2020-5-7,3045,14,14,-341,0,16,-325
2020-5-7,3711,-254,-254,2437,0,-41,2396
2020-5-7,4904,14,14,-216,0,6,-210
2020-5-7,4938,21,21,-1419,0,-75,-1494
2020-5-7,5871,27,27,-1858,62,-13,-1809
2020-5-7,5876,34,34,366,0,-432,-66
2020-5-7,5880,42,42,435,43,2,480
2020-5-7,6415,-8,-8,46,0,11,57
2020-5-7,6505,428,428,-3002,-780,159,-3623
2020-5-7,6669,-75,-75,250,-13,28,265
2020-5-7,8046,435,435,-515,283,145,-87
2020-5-7,9910,-12,-12,104,0,5,109
2020-5-8,1101,193,193,592,7,48,647
2020-5-8,1102,152,152,-3752,3,-90,-3839
2020-5-8,1216,-108,-108,-285,27,14,-244
2020-5-8,1301,77,77,-634,7,39,-588
2020-5-8,1303,17,17,330,45,44,419
2020-5-8,1326,-15,-15,-1310,4,-49,-1355
2020-5-8,1402,26,26,-3346,825,168,-2353
2020-5-8,1590,-130,-130,168,-1,9,176
2020-5-8,2002,324,324,-1260,17,-76,-1319
2020-5-8,2105,-16,-16,-333,-48,-9,-390
2020-5-8,2207,-6,-6,29,-4,-8,17
2020-5-8,2303,2453,2453,-4841,3,-656,-5494
2020-5-8,2308,59,59,-1655,3,-11,-1663
2020-5-8,2317,-459,-459,10981,317,-358,10940
2020-5-8,2327,39,39,-2034,-378,-246,-2658
2020-5-8,2330,442,442,-10659,-51,476,-10234
2020-5-8,2357,-33,-33,33,-99,-14,-80
2020-5-8,2379,32,32,1123,-10,-85,1028
2020-5-8,2382,239,239,2122,614,238,2974
2020-5-8,2395,-45,-45,506,0,0,506
2020-5-8,2408,300,300,-1665,-849,126,-2388
2020-5-8,2412,1687,1687,3213,-567,2,2648
2020-5-8,2454,-68,-68,-251,-3,-17,-271
2020-5-8,2474,107,107,825,301,120,1246
2020-5-8,2633,63,63,-747,3,18,-726
2020-5-8,2801,-107,-107,-458,9,28,-421
2020-5-8,2880,-140,-140,-1679,13,28,-1638
2020-5-8,2881,-127,-127,-837,10,14,-813
2020-5-8,2882,201,201,2215,11,-135,2091
2020-5-8,2884,-111,-111,-3962,16,57,-3889
2020-5-8,2885,582,582,-29343,15,824,-28504
2020-5-8,2886,-45,-45,-613,16,-99,-696
2020-5-8,2887,-220,-220,385,15,-1,399
2020-5-8,2891,-168,-168,-184,14,-58,-228
2020-5-8,2892,-199,-199,-3811,14,19,-3778
2020-5-8,2912,-22,-22,64,-18,0,46
2020-5-8,3008,-88,-88,405,28,-1,432
2020-5-8,3034,-34,-34,691,23,-65,649
2020-5-8,3045,-27,-27,-349,2,241,-106
2020-5-8,3711,-151,-151,2299,1,-85,2215
2020-5-8,4904,-4,-4,-156,2,-11,-165
2020-5-8,4938,-129,-129,1592,500,-105,1987
2020-5-8,5871,22,22,-943,12,40,-891
2020-5-8,5876,-50,-50,335,5,2,342
2020-5-8,5880,-206,-206,-2428,13,-21,-2436
2020-5-8,6415,-68,-68,153,15,25,193
2020-5-8,6505,-297,-297,303,2,-173,132
2020-5-8,6669,-47,-47,165,19,-32,152
2020-5-8,8046,403,403,861,286,93,1240
2020-5-8,9910,144,144,-369,1,-18,-386
2020-5-11,1101,43,43,-1187,37,111,-1039
2020-5-11,1102,-53,-53,-2017,1137,119,-761
2020-5-11,1216,-86,-86,-319,13,51,-255
2020-5-11,1301,-126,-126,326,14,-48,292
2020-5-11,1303,-89,-89,763,16,-13,766
2020-5-11,1326,-32,-32,-1541,24,-17,-1534
2020-5-11,1402,-1132,-1132,-1477,11,88,-1378
2020-5-11,1590,-25,-25,190,-3,-2,185
2020-5-11,2002,53,53,503,35,-29,509
2020-5-11,2105,-27,-27,427,5,6,438
2020-5-11,2207,-11,-11,67,3,0,70
2020-5-11,2303,-892,-892,-10147,-13,463,-9697
2020-5-11,2308,-28,-28,-294,6,5,-283
2020-5-11,2317,-105,-105,16480,33,3703,20216
2020-5-11,2327,331,331,739,-285,155,609
2020-5-11,2330,-747,-747,1037,465,567,2069
2020-5-11,2357,-52,-52,233,-198,-4,31
2020-5-11,2379,84,84,183,-45,-40,98
2020-5-11,2382,369,369,2195,-5,-332,1858
2020-5-11,2395,-5,-5,172,1,1,174
2020-5-11,2408,-1079,-1079,3012,2,176,3190
2020-5-11,2412,43,43,-1483,-224,-8,-1715
2020-5-11,2454,143,143,-143,37,2,-104
2020-5-11,2474,-104,-104,131,-68,-133,-70
2020-5-11,2633,168,168,559,6,141,706
2020-5-11,2801,-303,-303,-199,18,3,-178
2020-5-11,2880,-278,-278,-1304,25,1,-1278
2020-5-11,2881,-77,-77,2645,21,226,2892
2020-5-11,2882,-415,-415,3588,23,277,3888
2020-5-11,2884,100,100,-4715,-92,150,-4657
2020-5-11,2885,-529,-529,-3408,32,137,-3239
2020-5-11,2886,177,177,-973,30,-31,-974
2020-5-11,2887,-172,-172,3685,28,0,3713
2020-5-11,2891,-537,-537,5197,-148,16,5065
2020-5-11,2892,-89,-89,-317,28,-41,-330
2020-5-11,2912,9,9,53,2,0,55
2020-5-11,3008,41,41,-181,4,0,-177
2020-5-11,3034,-81,-81,-218,32,8,-178
2020-5-11,3045,-19,-19,-482,4,33,-445
2020-5-11,3711,12,12,2592,-4,-271,2317
2020-5-11,4904,-5,-5,-306,5,-18,-319
2020-5-11,4938,-110,-110,210,-3,172,379
2020-5-11,5871,-120,-120,507,3,70,580
2020-5-11,5876,-6,-6,1150,9,13,1172
2020-5-11,5880,15,15,1375,26,0,1401
2020-5-11,6415,6,6,41,-15,-11,15
2020-5-11,6505,-206,-206,-1548,4,-38,-1582
2020-5-11,6669,282,282,115,46,73,234
2020-5-11,8046,418,418,371,15,331,717
2020-5-11,9910,81,81,-185,16,-49,-218
2020-5-12,1101,-134,-134,-1092,0,-79,-1171
2020-5-12,1102,-17,-17,-2631,556,-98,-2173
2020-5-12,1216,186,186,-4091,-809,11,-4889
2020-5-12,1301,-25,-25,-3357,0,8,-3349
2020-5-12,1303,9,9,-3499,0,-22,-3521
2020-5-12,1326,76,76,-5144,0,-41,-5185
2020-5-12,1402,-293,-293,-3226,0,48,-3178
2020-5-12,1590,20,20,-89,-3,-39,-131
2020-5-12,2002,-56,-56,-10581,0,29,-10552
2020-5-12,2105,-28,-28,-1411,0,6,-1405
2020-5-12,2207,-2,-2,-102,-4,0,-106
2020-5-12,2303,-855,-855,-5078,-63,407,-4734
2020-5-12,2308,226,226,-3860,-29,9,-3880
2020-5-12,2317,641,641,-16486,-20,-1146,-17652
2020-5-12,2327,397,397,-1818,-103,-288,-2209
2020-5-12,2330,1478,1478,-30764,178,179,-30407
2020-5-12,2357,24,24,-232,-200,-3,-435
2020-5-12,2379,18,18,-443,-73,-109,-625
2020-5-12,2382,211,211,-1197,-16,-168,-1381
2020-5-12,2395,5,5,151,-22,-1,128
2020-5-12,2408,408,408,-5441,-160,-113,-5714
2020-5-12,2412,38,38,-1002,-151,-8,-1161
2020-5-12,2454,-40,-40,277,51,60,388
2020-5-12,2474,29,29,-280,0,-54,-334
2020-5-12,2633,26,26,-1987,0,40,-1947
2020-5-12,2801,118,118,-4599,0,2,-4597
2020-5-12,2880,92,92,-8144,0,-1,-8145
2020-5-12,2881,-323,-323,-4115,0,54,-4061
2020-5-12,2882,41,41,-3017,0,-189,-3206
2020-5-12,2884,-50,-50,-11146,0,-1016,-12162
2020-5-12,2885,-400,-400,-24784,0,-97,-24881
2020-5-12,2886,-320,-320,-6836,0,-18,-6854
2020-5-12,2887,60,60,-5690,0,-5,-5695
2020-5-12,2891,373,373,-31008,-300,46,-31262
2020-5-12,2892,-47,-47,-9254,0,-11,-9265
2020-5-12,2912,6,6,-30,0,0,-30
2020-5-12,3008,26,26,-135,-5,-4,-144
2020-5-12,3034,79,79,12,0,18,30
2020-5-12,3045,20,20,-802,-24,89,-737
2020-5-12,3711,12,12,-1560,-20,56,-1524
2020-5-12,4904,1,1,-1217,0,-12,-1229
2020-5-12,4938,17,17,-1222,-12,-9,-1243
2020-5-12,5871,170,170,-976,-35,-125,-1136
2020-5-12,5876,-16,-16,-2711,0,-4,-2715
2020-5-12,5880,-308,-308,-4961,0,0,-4961
2020-5-12,6415,31,31,-112,0,7,-105
2020-5-12,6505,134,134,-4337,0,-21,-4358
2020-5-12,6669,3,3,-350,27,-7,-330
2020-5-12,8046,43,43,-1447,450,-490,-1487
2020-5-12,9910,90,90,-446,30,-30,-446
2020-5-13,1101,-192,-192,-4314,537,-72,-3849
2020-5-13,1102,42,42,-1523,520,-179,-1182
2020-5-13,1216,-72,-72,-360,-965,-176,-1501
2020-5-13,1301,347,347,-11140,33,34,-11073
2020-5-13,1303,-33,-33,99,41,-16,124
2020-5-13,1326,83,83,-74,29,-94,-139
2020-5-13,1402,116,116,-4639,19,51,-4569
2020-5-13,1590,11,11,118,-36,3,85
2020-5-13,2002,-201,-201,-3893,56,-35,-3872
2020-5-13,2105,41,41,-450,5,-42,-487
2020-5-13,2207,3,3,-14,-6,0,-20
2020-5-13,2303,-777,-777,7159,-4375,138,2922
2020-5-13,2308,-121,-121,-819,655,198,34
2020-5-13,2317,-459,-459,-3766,452,115,-3199
2020-5-13,2327,360,360,-1932,-135,-141,-2208
2020-5-13,2330,-239,-239,-7340,718,-89,-6711
2020-5-13,2357,-2,-2,-13,-198,-15,-226
2020-5-13,2379,-88,-88,1689,128,105,1922
2020-5-13,2382,-214,-214,3271,356,-181,3446
2020-5-13,2395,-2,-2,174,-1,3,176
2020-5-13,2408,606,606,-3609,-233,-155,-3997
2020-5-13,2412,-246,-246,-87,-130,2,-215
2020-5-13,2454,-131,-131,4049,280,286,4615
2020-5-13,2474,226,226,-906,205,229,-472
2020-5-13,2633,-41,-41,525,10,58,593
2020-5-13,2801,-3,-3,-566,32,58,-476
2020-5-13,2880,9,9,-2310,43,0,-2267
2020-5-13,2881,-415,-415,-3320,35,60,-3225
2020-5-13,2882,70,70,-2075,42,8,-2025
2020-5-13,2884,340,340,1588,47,-1088,547
2020-5-13,2885,-442,-442,-10320,48,193,-10079
2020-5-13,2886,-525,-525,-4688,50,-170,-4808
2020-5-13,2887,-114,-114,-6316,44,1,-6271
2020-5-13,2891,-126,-126,-7886,55,12,-7819
2020-5-13,2892,36,36,-3878,45,34,-3799
2020-5-13,2912,0,0,345,2,0,347
2020-5-13,3008,-13,-13,-21,1,12,-8
2020-5-13,3034,26,26,2057,386,303,2746
2020-5-13,3045,-13,-13,-105,18,3,-84
2020-5-13,3711,101,101,-1332,-131,114,-1349
2020-5-13,4904,9,9,-436,9,1,-426
2020-5-13,4938,3,3,555,349,-61,843
2020-5-13,5871,-70,-70,338,-77,15,276
2020-5-13,5876,2,2,-1041,9,-1,-1033
2020-5-13,5880,-111,-111,-777,44,81,-652
2020-5-13,6415,9,9,-80,0,18,-62
2020-5-13,6505,-16,-16,-742,25,-12,-729
2020-5-13,6669,-29,-29,-53,-37,8,-82
2020-5-13,8046,146,146,1897,-339,-82,1476
2020-5-13,9910,-12,-12,-83,1,0,-82
2020-5-14,1101,-28,-28,-3080,500,416,-2164
2020-5-14,1102,-63,-63,-3306,86,-114,-3334
2020-5-14,1216,-7,-7,-1513,-556,-237,-2306
2020-5-14,1301,-38,-38,-7480,-495,25,-7950
2020-5-14,1303,-20,-20,-1827,57,-8,-1778
2020-5-14,1326,36,36,-4024,22,3,-3999
2020-5-14,1402,45,45,-3318,40,-14,-3292
2020-5-14,1590,77,77,-155,-11,-10,-176
2020-5-14,2002,177,177,-10675,129,46,-10500
2020-5-14,2105,227,227,-2610,3,-3,-2610
2020-5-14,2207,34,34,-172,0,1,-171
2020-5-14,2303,-1403,-1403,-7731,-290,36,-7985
2020-5-14,2308,-55,-55,-253,133,185,65
2020-5-14,2317,-1161,-1161,-5620,143,-978,-6455
2020-5-14,2327,-499,-499,-795,-17,-175,-987
2020-5-14,2330,353,353,-18201,451,43,-17707
2020-5-14,2357,-4,-4,1389,77,51,1517
2020-5-14,2379,10,10,-231,20,34,-177
2020-5-14,2382,99,99,1054,373,-156,1271
2020-5-14,2395,2,2,-94,-4,0,-98
2020-5-14,2408,909,909,-6080,-2132,-4,-8216
2020-5-14,2412,-207,-207,-864,51,-1,-814
2020-5-14,2454,159,159,-1157,463,-17,-711
2020-5-14,2474,-294,-294,-1201,10,-310,-1501
2020-5-14,2633,42,42,-1229,426,16,-787
2020-5-14,2801,247,247,-6101,64,53,-5984
2020-5-14,2880,10,10,-5899,94,-2,-5807
2020-5-14,2881,-779,-779,-4525,77,-13,-4461
2020-5-14,2882,-309,-309,-3164,88,-34,-3110
2020-5-14,2884,55,55,-7619,117,0,-7502
2020-5-14,2885,436,436,-40503,116,-112,-40499
2020-5-14,2886,-9,-9,-8027,28,16,-7983
2020-5-14,2887,4,4,-17292,104,44,-17144
2020-5-14,2891,82,82,-21877,12,-15,-21880
2020-5-14,2892,9,9,-7722,105,32,-7585
2020-5-14,2912,29,29,-118,1,-1,-118
2020-5-14,3008,15,15,-126,13,-7,-120
2020-5-14,3034,-86,-86,-952,347,-29,-634
2020-5-14,3045,9,9,-1042,-75,50,-1067
2020-5-14,3711,137,137,-2319,-14,-79,-2412
2020-5-14,4904,-7,-7,-1020,2,-2,-1020
2020-5-14,4938,-1161,-1161,-384,3,-77,-458
2020-5-14,5871,345,345,-480,2,-51,-529
2020-5-14,5876,32,32,-2022,4,-3,-2021
2020-5-14,5880,33,33,-2145,97,0,-2048
2020-5-14,6415,-13,-13,185,0,-25,160
2020-5-14,6505,-69,-69,-370,-28,19,-379
2020-5-14,6669,164,164,-146,0,-5,-151
2020-5-14,8046,-174,-174,846,0,-260,586
2020-5-14,9910,44,44,-223,-108,1,-330
2020-5-15,1101,21,21,-651,-45,120,-576
2020-5-15,1102,-111,-111,-904,-142,-85,-1131
2020-5-15,1216,53,53,-2822,-1048,23,-3847
2020-5-15,1301,18,18,-2704,-144,0,-2848
2020-5-15,1303,-3,-3,-793,280,31,-482
2020-5-15,1326,143,143,-700,0,-17,-717
2020-5-15,1402,-505,-505,-997,192,-41,-846
2020-5-15,1590,-79,-79,406,-5,-6,395
2020-5-15,2002,-144,-144,-2338,0,74,-2264
2020-5-15,2105,-746,-746,-387,-21,20,-388
2020-5-15,2207,8,8,-120,22,2,-96
2020-5-15,2303,-1846,-1846,397,0,-547,-150
2020-5-15,2308,-41,-41,-2340,20,33,-2287
2020-5-15,2317,240,240,-8804,36,-1310,-10078
2020-5-15,2327,551,551,-2217,-260,45,-2432
2020-5-15,2330,-1096,-1096,8841,933,120,9894
2020-5-15,2357,53,53,-533,140,3,-390
2020-5-15,2379,0,0,-233,30,-23,-226
2020-5-15,2382,-73,-73,3897,345,-116,4126
2020-5-15,2395,12,12,-57,0,-50,-107
2020-5-15,2408,256,256,456,-546,-215,-305
2020-5-15,2412,587,587,-1455,-50,38,-1467
2020-5-15,2454,-3,-3,239,11,-49,201
2020-5-15,2474,-112,-112,569,345,-34,880
2020-5-15,2633,-3,-3,-1158,0,-6,-1164
2020-5-15,2801,106,106,-3397,0,71,-3326
2020-5-15,2880,45,45,-5312,0,26,-5286
2020-5-15,2881,571,571,3980,0,155,4135
2020-5-15,2882,-144,-144,-2524,0,-291,-2815
2020-5-15,2884,-287,-287,27,0,5,32
2020-5-15,2885,-17,-17,-16402,0,-4678,-21080
2020-5-15,2886,-68,-68,-5333,-500,220,-5613
2020-5-15,2887,-303,-303,235,0,102,337
2020-5-15,2891,-235,-235,-1148,0,188,-960
2020-5-15,2892,57,57,-5387,0,-25,-5412
2020-5-15,2912,17,17,-266,0,20,-246
2020-5-15,3008,26,26,-170,11,7,-152
2020-5-15,3034,-133,-133,26,367,-76,317
2020-5-15,3045,119,119,-712,0,78,-634
2020-5-15,3711,-21,-21,-772,0,47,-725
2020-5-15,4904,-3,-3,-227,0,27,-200
2020-5-15,4938,-897,-897,-15429,1205,-13,-14237
2020-5-15,5871,52,52,-191,-12,-14,-217
2020-5-15,5876,1,1,-1404,0,9,-1395
2020-5-15,5880,-57,-57,-4779,0,-31,-4810
2020-5-15,6415,-53,-53,96,-19,14,91
2020-5-15,6505,76,76,244,0,48,292
2020-5-15,6669,-32,-32,86,65,7,158
2020-5-15,8046,406,406,800,-295,-110,395
2020-5-15,9910,3,3,310,-232,4,82
2020-5-18,1101,-44,-44,860,57,335,1252
2020-5-18,1102,32,32,-2726,11,581,-2134
2020-5-18,1216,-76,-76,-195,104,-15,-106
2020-5-18,1301,-116,-116,786,796,147,1729
2020-5-18,1303,52,52,-371,4,108,-259
2020-5-18,1326,134,134,-1298,0,119,-1179
2020-5-18,1402,-342,-342,3202,2,332,3536
2020-5-18,1590,69,69,-98,11,-13,-100
2020-5-18,2002,9,9,-1311,0,147,-1164
2020-5-18,2105,245,245,-664,2,108,-554
2020-5-18,2207,-16,-16,59,0,8,67
2020-5-18,2303,693,693,-7985,-8,-114,-8107
2020-5-18,2308,29,29,-912,36,10,-866
2020-5-18,2317,941,941,-19075,5,1,-19069
2020-5-18,2327,-111,-111,-1505,-682,-384,-2571
2020-5-18,2330,1314,1314,-42709,-245,-290,-43244
2020-5-18,2357,0,0,-776,6,21,-749
2020-5-18,2379,-83,-83,-672,-10,372,-310
2020-5-18,2382,21,21,8398,-2,272,8668
2020-5-18,2395,-2,-2,30,0,-24,6
2020-5-18,2408,417,417,-4481,-2024,226,-6279
2020-5-18,2412,-1991,-1991,3873,253,22,4148
